STATISTIC,Statistic Label,C03171V03833,Area of Residence,C02854V03432,ICD 10 Diagnostic Group,TLIST(A1),Year,UNIT,VALUE
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",22,South Dublin,800,Diseases of the respiratory system,2017,2017,No. per 1000 Pop.,
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",22,South Dublin,1800,External causes of injury and poisoning,2007,2007,No. per 1000 Pop.,0.37
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",22,South Dublin,1800,External causes of injury and poisoning,2008,2008,No. per 1000 Pop.,0.31
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",22,South Dublin,1800,External causes of injury and poisoning,2009,2009,No. per 1000 Pop.,0.37
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",22,South Dublin,1800,External causes of injury and poisoning,2010,2010,No. per 1000 Pop.,0.27
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",22,South Dublin,1800,External causes of injury and poisoning,2011,2011,No. per 1000 Pop.,0.34
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",22,South Dublin,1800,External causes of injury and poisoning,2012,2012,No. per 1000 Pop.,0.16
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",22,South Dublin,1800,External causes of injury and poisoning,2013,2013,No. per 1000 Pop.,0.27
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",22,South Dublin,1800,External causes of injury and poisoning,2014,2014,No. per 1000 Pop.,0.29
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",22,South Dublin,1800,External causes of injury and poisoning,2015,2015,No. per 1000 Pop.,0.12
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",22,South Dublin,1800,External causes of injury and poisoning,2016,2016,No. per 1000 Pop.,0.22
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",22,South Dublin,1800,External causes of injury and poisoning,2017,2017,No. per 1000 Pop.,
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,200,Neoplasms,2007,2007,No. per 1000 Pop.,1.97
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,200,Neoplasms,2008,2008,No. per 1000 Pop.,1.19
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,200,Neoplasms,2009,2009,No. per 1000 Pop.,2.05
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,200,Neoplasms,2010,2010,No. per 1000 Pop.,1.5
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,200,Neoplasms,2011,2011,No. per 1000 Pop.,1.86
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,200,Neoplasms,2012,2012,No. per 1000 Pop.,2.11
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,200,Neoplasms,2013,2013,No. per 1000 Pop.,2.05
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,200,Neoplasms,2014,2014,No. per 1000 Pop.,1.93
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,200,Neoplasms,2015,2015,No. per 1000 Pop.,1.66
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,200,Neoplasms,2016,2016,No. per 1000 Pop.,1.74
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,200,Neoplasms,2017,2017,No. per 1000 Pop.,
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,700,Diseases of the circulatory system,2007,2007,No. per 1000 Pop.,1.88
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,700,Diseases of the circulatory system,2008,2008,No. per 1000 Pop.,1.12
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,700,Diseases of the circulatory system,2009,2009,No. per 1000 Pop.,1.95
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,700,Diseases of the circulatory system,2010,2010,No. per 1000 Pop.,1.61
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,700,Diseases of the circulatory system,2011,2011,No. per 1000 Pop.,1.46
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,700,Diseases of the circulatory system,2012,2012,No. per 1000 Pop.,1.89
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,700,Diseases of the circulatory system,2013,2013,No. per 1000 Pop.,1.66
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,700,Diseases of the circulatory system,2014,2014,No. per 1000 Pop.,1.66
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,700,Diseases of the circulatory system,2015,2015,No. per 1000 Pop.,1.64
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,700,Diseases of the circulatory system,2016,2016,No. per 1000 Pop.,1.26
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,700,Diseases of the circulatory system,2017,2017,No. per 1000 Pop.,
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,800,Diseases of the respiratory system,2007,2007,No. per 1000 Pop.,0.78
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,800,Diseases of the respiratory system,2008,2008,No. per 1000 Pop.,0.35
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,800,Diseases of the respiratory system,2009,2009,No. per 1000 Pop.,0.83
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,800,Diseases of the respiratory system,2010,2010,No. per 1000 Pop.,0.74
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,800,Diseases of the respiratory system,2011,2011,No. per 1000 Pop.,0.64
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,800,Diseases of the respiratory system,2012,2012,No. per 1000 Pop.,0.78
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,800,Diseases of the respiratory system,2013,2013,No. per 1000 Pop.,0.61
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,800,Diseases of the respiratory system,2014,2014,No. per 1000 Pop.,0.58
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,800,Diseases of the respiratory system,2015,2015,No. per 1000 Pop.,0.61
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,800,Diseases of the respiratory system,2016,2016,No. per 1000 Pop.,0.81
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,800,Diseases of the respiratory system,2017,2017,No. per 1000 Pop.,
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,1800,External causes of injury and poisoning,2007,2007,No. per 1000 Pop.,0.23
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,1800,External causes of injury and poisoning,2008,2008,No. per 1000 Pop.,0.24
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,1800,External causes of injury and poisoning,2009,2009,No. per 1000 Pop.,0.32
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,1800,External causes of injury and poisoning,2010,2010,No. per 1000 Pop.,0.25
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,1800,External causes of injury and poisoning,2011,2011,No. per 1000 Pop.,0.27
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,1800,External causes of injury and poisoning,2012,2012,No. per 1000 Pop.,0.25
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,1800,External causes of injury and poisoning,2013,2013,No. per 1000 Pop.,0.21
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,1800,External causes of injury and poisoning,2014,2014,No. per 1000 Pop.,0.21
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,1800,External causes of injury and poisoning,2015,2015,No. per 1000 Pop.,0.17
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,1800,External causes of injury and poisoning,2016,2016,No. per 1000 Pop.,0.16
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",23,Fingal,1800,External causes of injury and poisoning,2017,2017,No. per 1000 Pop.,
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",24,Dun Laoghaire-Rathdown,200,Neoplasms,2007,2007,No. per 1000 Pop.,1.79
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",24,Dun Laoghaire-Rathdown,200,Neoplasms,2008,2008,No. per 1000 Pop.,2.1
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",24,Dun Laoghaire-Rathdown,200,Neoplasms,2009,2009,No. per 1000 Pop.,2
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",24,Dun Laoghaire-Rathdown,200,Neoplasms,2010,2010,No. per 1000 Pop.,1.75
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",24,Dun Laoghaire-Rathdown,200,Neoplasms,2011,2011,No. per 1000 Pop.,1.74
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",24,Dun Laoghaire-Rathdown,200,Neoplasms,2012,2012,No. per 1000 Pop.,1.73
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",24,Dun Laoghaire-Rathdown,200,Neoplasms,2013,2013,No. per 1000 Pop.,1.85
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",24,Dun Laoghaire-Rathdown,200,Neoplasms,2014,2014,No. per 1000 Pop.,1.87
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",24,Dun Laoghaire-Rathdown,200,Neoplasms,2015,2015,No. per 1000 Pop.,1.68
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",24,Dun Laoghaire-Rathdown,200,Neoplasms,2016,2016,No. per 1000 Pop.,1.87
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",24,Dun Laoghaire-Rathdown,200,Neoplasms,2017,2017,No. per 1000 Pop.,
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",24,Dun Laoghaire-Rathdown,700,Diseases of the circulatory system,2007,2007,No. per 1000 Pop.,1.68
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",24,Dun Laoghaire-Rathdown,700,Diseases of the circulatory system,2008,2008,No. per 1000 Pop.,2.11
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",24,Dun Laoghaire-Rathdown,700,Diseases of the circulatory system,2009,2009,No. per 1000 Pop.,1.5
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",24,Dun Laoghaire-Rathdown,700,Diseases of the circulatory system,2010,2010,No. per 1000 Pop.,1.76
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",24,Dun Laoghaire-Rathdown,700,Diseases of the circulatory system,2011,2011,No. per 1000 Pop.,1.49
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",24,Dun Laoghaire-Rathdown,700,Diseases of the circulatory system,2012,2012,No. per 1000 Pop.,1.81
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",24,Dun Laoghaire-Rathdown,700,Diseases of the circulatory system,2013,2013,No. per 1000 Pop.,1.57
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",24,Dun Laoghaire-Rathdown,700,Diseases of the circulatory system,2014,2014,No. per 1000 Pop.,1.46
