year,AreaOfResidence,Latitude,Longitude,parameter,value
2001,CLONMEL (Redmondstown),52.373,-7.657,Number of Wet Days,143
2001,CLONMEL (Redmondstown),52.373,-7.657,Precipitation Amount,982
2001,CLONOULTY (Clogher),52.621,-7.934,Greatest Daily Fall,29.1
2001,CLONOULTY (Clogher),52.621,-7.934,Number of Rain Days,159
2001,CLONOULTY (Clogher),52.621,-7.934,Number of Wet Days,125
2001,CLONOULTY (Clogher),52.621,-7.934,Precipitation Amount,774.1
2001,CLOONACOOL (Lough Easkey),54.132,-8.847,Greatest Daily Fall,39.8
2001,CLOONACOOL (Lough Easkey),54.132,-8.847,Number of Rain Days,251
2001,CLOONACOOL (Lough Easkey),54.132,-8.847,Number of Wet Days,201
2001,CLOONACOOL (Lough Easkey),54.134,-8.847,Precipitation Amount,1374.6
2001,CLOONE LAKE (Caragh River Area),51.939,-9.871,Greatest Daily Fall,98.4
2001,CLOONE LAKE (Caragh River Area),51.939,-9.871,Number of Rain Days,265
2001,CLOONE LAKE (Caragh River Area),51.939,-9.871,Number of Wet Days,198
2001,CLOONE LAKE (Caragh River Area),51.939,-9.871,Precipitation Amount,2100.4
2001,CLOYNE (Lisanley),51.856,-8.136,Greatest Daily Fall,38.2
2001,CLOYNE (Lisanley),51.856,-8.136,Number of Rain Days,186
2001,CLOYNE (Lisanley),51.856,-8.136,Number of Wet Days,132
2001,CLOYNE (Lisanley),51.856,-8.136,Precipitation Amount,919.2
2001,CLOYNE (Lisanley),51.856,-8.136,Maximum Temperature,14.484
2001,CLOYNE (Lisanley),51.856,-8.136,Minimum Temperature,7.29
2001,COOGA (Lower Doon),52.608,-8.272,Greatest Daily Fall,39.5
2001,COOGA (Lower Doon),52.608,-8.272,Number of Rain Days,172
2001,COOGA (Lower Doon),52.608,-8.272,Number of Wet Days,124
2001,COOGA (Lower Doon),52.608,-8.272,Precipitation Amount,782
2001,COOLE (Coolnagun),53.679,-7.418,Greatest Daily Fall,14.1
2001,COOLE (Coolnagun),53.679,-7.418,Number of Rain Days,55
2001,COOLE (Coolnagun),53.679,-7.418,Number of Wet Days,37
2001,COOLE (Coolnagun),53.679,-7.418,Precipitation Amount,458.7
2001,COOLE (Coolure),53.673,-7.372,Greatest Daily Fall,25.5
2001,COOLE (Coolure),53.673,-7.372,Number of Rain Days,207
2001,COOLE (Coolure),53.673,-7.372,Number of Wet Days,147
2001,COOLE (Coolure),53.673,-7.372,Precipitation Amount,684.9
2001,COOLGREANY CASTLEWARREN,52.709,-7.119,Greatest Daily Fall,32
2001,COOLGREANY CASTLEWARREN,52.709,-7.119,Number of Rain Days,157
2001,COOLGREANY CASTLEWARREN,52.709,-7.119,Number of Wet Days,146
2001,COOLGREANY CASTLEWARREN,52.709,-7.119,Precipitation Amount,911.1
2001,COOMCLOGH,51.769,-9.267,Greatest Daily Fall,72.5
2001,COOMCLOGH,51.769,-9.267,Number of Rain Days,212
2001,COOMCLOGH,51.769,-9.267,Number of Wet Days,175
2001,COOMCLOGH,51.769,-9.267,Precipitation Amount,1681.2
2001,CORBETSTOWN,53.407,-7.166,Greatest Daily Fall,30.3
2001,CORBETSTOWN,53.407,-7.166,Number of Rain Days,200
2001,CORBETSTOWN,53.407,-7.166,Number of Wet Days,137
2001,CORBETSTOWN,53.407,-7.166,Precipitation Amount,663.3
2001,CORK AIRPORT,51.847,-8.486,Precipitation Amount,1077.3
2001,CORK MONTENOTTE,51.905,-8.446,Greatest Daily Fall,43.3
2001,CORK MONTENOTTE,51.905,-8.446,Number of Rain Days,184
2001,CORK MONTENOTTE,51.905,-8.446,Number of Wet Days,132
2001,CORK MONTENOTTE,51.905,-8.446,Precipitation Amount,885.4
2001,COROFIN,52.948,-9.069,Greatest Daily Fall,30.8
2001,COROFIN,52.948,-9.069,Number of Rain Days,224
2001,COROFIN,52.948,-9.069,Number of Wet Days,172
2001,COROFIN,52.948,-9.069,Precipitation Amount,1045.4
2001,CORROFIN (Soheen),52.903,-9.063,Greatest Daily Fall,31.6
2001,CORROFIN (Soheen),52.903,-9.063,Number of Rain Days,59
2001,CORROFIN (Soheen),52.903,-9.063,Number of Wet Days,46
2001,CORROFIN (Soheen),52.903,-9.063,Precipitation Amount,305
2001,COSTELLOE FISHERY,53.282,-9.538,Greatest Daily Fall,32.7
2001,COSTELLOE FISHERY,53.282,-9.538,Number of Rain Days,228
2001,COSTELLOE FISHERY,53.282,-9.538,Number of Wet Days,175
2001,COSTELLOE FISHERY,53.282,-9.538,Precipitation Amount,1050.6
2001,CRAUGHWELL (Grenage),53.228,-8.754,Greatest Daily Fall,20.5
2001,CRAUGHWELL (Grenage),53.228,-8.754,Number of Rain Days,166
2001,CRAUGHWELL (Grenage),53.228,-8.754,Number of Wet Days,122
2001,CRAUGHWELL (Grenage),53.228,-8.754,Precipitation Amount,892.2
2001,CREESLOUGH (Brockagh),55.08,-7.975,Greatest Daily Fall,24.6
2001,CREESLOUGH (Brockagh),55.08,-7.975,Number of Rain Days,260
2001,CREESLOUGH (Brockagh),55.08,-7.975,Number of Wet Days,209
2001,CREESLOUGH (Brockagh),55.08,-7.975,Precipitation Amount,1175.8
2001,CREESLOUGH (Carrownamaddy),55.132,-7.961,Greatest Daily Fall,21.4
2001,CREESLOUGH (Carrownamaddy),55.132,-7.961,Number of Rain Days,242
2001,CREESLOUGH (Carrownamaddy),55.132,-7.961,Number of Wet Days,196
2001,CREESLOUGH (Carrownamaddy),55.132,-7.961,Precipitation Amount,1048.6
2001,CROAGH (Smithfield),52.542,-8.859,Greatest Daily Fall,9.1
2001,CROAGH (Smithfield),52.542,-8.859,Number of Rain Days,21
2001,CROAGH (Smithfield),52.542,-8.859,Number of Wet Days,13
2001,CROAGH (Smithfield),52.542,-8.859,Precipitation Amount,735.1
2001,CROLLY (Filter Works),55.01,-8.25,Greatest Daily Fall,27.1
2001,CROLLY (Filter Works),55.01,-8.25,Number of Rain Days,254
2001,CROLLY (Filter Works),55.01,-8.25,Number of Wet Days,206
2001,CROLLY (Filter Works),55.01,-8.25,Precipitation Amount,1256.5
2001,CROSSMOLINA (Castlehill),54.067,-9.312,Greatest Daily Fall,23.8
2001,CROSSMOLINA (Castlehill),54.067,-9.312,Number of Rain Days,212
2001,CROSSMOLINA (Castlehill),54.067,-9.312,Number of Wet Days,144
2001,CROSSMOLINA (Castlehill),54.067,-9.312,Precipitation Amount,866.3
2001,CUILCAGH MOUNTAINS,54.166,-7.801,Greatest Daily Fall,40
2001,CUILCAGH MOUNTAINS,54.166,-7.801,Number of Rain Days,196
2001,CUILCAGH MOUNTAINS,54.166,-7.801,Number of Wet Days,165
2001,CUILCAGH MOUNTAINS,54.166,-7.801,Precipitation Amount,1342.6
2001,CURRY,54.005,-8.772,Greatest Daily Fall,26.1
2001,CURRY,54.005,-8.772,Number of Rain Days,235
2001,CURRY,54.005,-8.772,Number of Wet Days,184
2001,CURRY,54.005,-8.772,Precipitation Amount,995.5
2001,DELPHI LODGE II,53.626,-9.742,Greatest Daily Fall,49
2001,DELPHI LODGE II,53.626,-9.742,Number of Rain Days,269
2001,DELPHI LODGE II,53.626,-9.742,Number of Wet Days,225
2001,DELPHI LODGE II,53.626,-9.742,Precipitation Amount,2181.6
2001,DELPHI LODGE II,53.626,-9.742,Maximum Temperature,13.914
2001,DELPHI LODGE II,53.626,-9.742,Minimum Temperature,7.183
2001,DEREEN,51.897,-10.24,Greatest Daily Fall,28.6
2001,DEREEN,51.897,-10.24,Number of Rain Days,107
2001,DEREEN,51.897,-10.24,Number of Wet Days,89
2001,DEREEN,51.897,-10.24,Precipitation Amount,977.6
2001,DERRIANA,51.896,-10.032,Greatest Daily Fall,54
2001,DERRIANA,51.896,-10.032,Number of Rain Days,240
2001,DERRIANA,51.896,-10.032,Number of Wet Days,203
2001,DERRIANA,51.896,-10.032,Precipitation Amount,1602.8
2001,DERRYGREENAGH,53.392,-7.258,Greatest Daily Fall,34.4
2001,DERRYGREENAGH,53.392,-7.258,Number of Rain Days,200
2001,DERRYGREENAGH,53.392,-7.258,Number of Wet Days,132
2001,DERRYGREENAGH,53.392,-7.258,Precipitation Amount,694.8
2001,DERRYGREENAGH,53.392,-7.258,Maximum Temperature,13.461
2001,DERRYGREENAGH,53.392,-7.258,Minimum Temperature,5.192
2001,DERRYGREENAGH,53.39194444444444,-7.258055555555556,Mean Temperature,93.742
2001,DERRYHENNY DOOCHARY,54.882,-8.253,Greatest Daily Fall,26.2
2001,DERRYHENNY DOOCHARY,54.882,-8.253,Number of Rain Days,246
2001,DERRYHENNY DOOCHARY,54.882,-8.253,Number of Wet Days,202
2001,DERRYHENNY DOOCHARY,54.882,-8.253,Precipitation Amount,1261.5
2001,DERRYHILLAGH,54.034,-9.391,Greatest Daily Fall,27.7
2001,DERRYHILLAGH,54.034,-9.391,Number of Rain Days,234
2001,DERRYHILLAGH,54.034,-9.391,Number of Wet Days,201
2001,DERRYHILLAGH,54.034,-9.391,Precipitation Amount,1016.2
2001,DERRYPARK,53.595,-9.495,Greatest Daily Fall,38.7
2001,DERRYPARK,53.595,-9.495,Number of Rain Days,238
2001,DERRYPARK,53.595,-9.495,Number of Wet Days,198
2001,DERRYPARK,53.595,-9.495,Precipitation Amount,1736.5
2001,DINGLE (Baile na nGall),52.204,-10.361,Greatest Daily Fall,24.4
2001,DINGLE (Baile na nGall),52.204,-10.361,Number of Rain Days,126
2001,DINGLE (Baile na nGall),52.204,-10.361,Number of Wet Days,100
2001,DINGLE (Baile na nGall),52.204,-10.361,Precipitation Amount,973
2001,DOO-LOUGH,52.801,-9.324,Greatest Daily Fall,22.9
2001,DOO-LOUGH,52.801,-9.324,Number of Rain Days,228
2001,DOO-LOUGH,52.801,-9.324,Number of Wet Days,183
2001,DOO-LOUGH,52.801,-9.324,Precipitation Amount,1022.1
2001,DOOAGH (Water Treatment Plant),53.971,-10.161,Greatest Daily Fall,41.8
2001,DOOAGH (Water Treatment Plant),53.971,-10.161,Number of Rain Days,220
2001,DOOAGH (Water Treatment Plant),53.971,-10.161,Number of Wet Days,209
2001,DOOAGH (Water Treatment Plant),53.971,-10.161,Precipitation Amount,1619.9
2001,DOOKS,52.068,-9.927,Greatest Daily Fall,32
2001,DOOKS,52.068,-9.927,Number of Rain Days,177
2001,DOOKS,52.068,-9.927,Number of Wet Days,133
2001,DOOKS,52.068,-9.927,Precipitation Amount,999
2001,DOOKS,52.068,-9.927,Maximum Temperature,15.395
2001,DOOKS,52.068,-9.927,Minimum Temperature,8.001
2001,DRANGAN (Moanvurrin),52.533,-7.582,Greatest Daily Fall,33.3
2001,DRANGAN (Moanvurrin),52.533,-7.582,Number of Rain Days,192
2001,DRANGAN (Moanvurrin),52.533,-7.582,Number of Wet Days,150
2001,DRANGAN (Moanvurrin),52.533,-7.582,Precipitation Amount,861.2
2001,DRIMOLEAGUE (Angram),51.643,-9.293,Greatest Daily Fall,35
2001,DRIMOLEAGUE (Angram),51.643,-9.293,Number of Rain Days,203
2001,DRIMOLEAGUE (Angram),51.643,-9.293,Number of Wet Days,155
2001,DRIMOLEAGUE (Angram),51.643,-9.293,Precipitation Amount,1355.2
2001,DROMAHAIR (Market Street),54.231,-8.294,Greatest Daily Fall,26.1
2001,DROMAHAIR (Market Street),54.231,-8.294,Number of Rain Days,162
2001,DROMAHAIR (Market Street),54.231,-8.294,Number of Wet Days,141
2001,DROMAHAIR (Market Street),54.231,-8.294,Precipitation Amount,1103.9
2001,DROMOD (Ruskey),53.822,-7.918,Greatest Daily Fall,34.2
2001,DROMOD (Ruskey),53.822,-7.918,Number of Rain Days,218
2001,DROMOD (Ruskey),53.822,-7.918,Number of Wet Days,164
2001,DROMOD (Ruskey),53.826,-7.92,Precipitation Amount,853.1
2001,DROMOLAND CASTLE,52.78,-8.903,Greatest Daily Fall,21.7
2001,DROMOLAND CASTLE,52.78,-8.903,Number of Rain Days,173
2001,DROMOLAND CASTLE,52.78,-8.903,Number of Wet Days,135
2001,DROMOLAND CASTLE,52.78,-8.903,Precipitation Amount,860.6
2001,DRUMSHANBO,54.061,-8.059,Greatest Daily Fall,32.9
2001,DRUMSHANBO,54.061,-8.059,Number of Rain Days,243
2001,DRUMSHANBO,54.061,-8.059,Number of Wet Days,179
2001,DRUMSHANBO,54.061,-8.059,Precipitation Amount,1101.3
2001,DRUMSNA (Albert Lock),53.906,-8.001,Greatest Daily Fall,34.5
2001,DRUMSNA (Albert Lock),53.906,-8.001,Number of Rain Days,221
2001,DRUMSNA (Albert Lock),53.906,-8.001,Number of Wet Days,163
2001,DRUMSNA (Albert Lock),53.906,-8.001,Precipitation Amount,827.8
2001,DUBLIN (GLASNEVIN),53.37111111111111,-6.271944444444444,Mean Temperature,109.897
2001,DUBLIN (Glasnevin),53.37,-6.27,Greatest Daily Fall,33.3
2001,DUBLIN (Glasnevin),53.37,-6.27,Number of Rain Days,181
2001,DUBLIN (Glasnevin),53.37,-6.27,Number of Wet Days,115
2001,DUBLIN (Glasnevin),53.37,-6.27,Precipitation Amount,562.7
2001,DUBLIN (Glasnevin),53.37,-6.27,Maximum Temperature,14.634
2001,DUBLIN (Glasnevin),53.37,-6.27,Minimum Temperature,7.088
2001,DUBLIN (MERRION SQUARE),53.33888888888889,-6.253055555555555,Mean Temperature,107.547
2001,DUBLIN (Merrion Square),53.341,-6.253,Greatest Daily Fall,35.6
2001,DUBLIN (Merrion Square),53.341,-6.253,Number of Rain Days,196
2001,DUBLIN (Merrion Square),53.341,-6.253,Number of Wet Days,113
2001,DUBLIN (Merrion Square),53.341,-6.253,Precipitation Amount,595.3
2001,DUBLIN (Merrion Square),53.341,-6.253,Maximum Temperature,13.659
2001,DUBLIN (Merrion Square),53.341,-6.253,Minimum Temperature,7.899
2001,DUBLIN (Ringsend),53.342,-6.216,Greatest Daily Fall,20.5
2001,DUBLIN (Ringsend),53.342,-6.216,Number of Rain Days,128
2001,DUBLIN (Ringsend),53.342,-6.216,Number of Wet Days,81
2001,DUBLIN (Ringsend),53.342,-6.216,Precipitation Amount,425.4
2001,DUBLIN AIRPORT,53.428,-6.241,Precipitation Amount,628.6
2001,DUBLIN AIRPORT,53.42805555555555,-6.2411111111111115,Mean Temperature,95.17
2001,DUBLIN PHOENIX PARK,53.36388888888889,-6.319444444444445,Mean Temperature,99.403
2001,DUN LAOGHAIRE,53.286,-6.133,Greatest Daily Fall,42.5
2001,DUN LAOGHAIRE,53.286,-6.133,Number of Rain Days,154
2001,DUN LAOGHAIRE,53.286,-6.133,Number of Wet Days,89
2001,DUN LAOGHAIRE,53.286,-6.133,Precipitation Amount,642.7
2001,DUNCANNON,52.216,-6.913,Greatest Daily Fall,43
2001,DUNCANNON,52.216,-6.913,Number of Rain Days,141
2001,DUNCANNON,52.216,-6.913,Number of Wet Days,117
2001,DUNCANNON,52.216,-6.913,Precipitation Amount,834.3
2001,DUNDALK (ANNASKEAGH W.W.),54.05305555555555,-6.35,Mean Temperature,90.717
2001,DUNFANAGHY (Murroe),55.154,-8.009,Greatest Daily Fall,25
2001,DUNFANAGHY (Murroe),55.154,-8.009,Number of Rain Days,234
2001,DUNFANAGHY (Murroe),55.154,-8.009,Number of Wet Days,195
2001,DUNFANAGHY (Murroe),55.154,-8.009,Precipitation Amount,976.2
2001,DUNGARVAN (Carriglea),52.087,-7.682,Greatest Daily Fall,91.8
2001,DUNGARVAN (Carriglea),52.087,-7.682,Number of Rain Days,187
2001,DUNGARVAN (Carriglea),52.087,-7.682,Number of Wet Days,152
2001,DUNGARVAN (Carriglea),52.087,-7.682,Precipitation Amount,1190.3
2001,DUNGARVAN (Carriglea),52.087,-7.682,Maximum Temperature,14.397
2001,DUNGARVAN (Carriglea),52.087,-7.682,Minimum Temperature,6.782
2001,DUNGARVAN (Castlefield),52.588,-7.119,Greatest Daily Fall,27.8
2001,DUNGARVAN (Castlefield),52.588,-7.119,Number of Rain Days,183
2001,DUNGARVAN (Castlefield),52.588,-7.119,Number of Wet Days,117
2001,DUNGARVAN (Castlefield),52.588,-7.119,Precipitation Amount,710
2001,DUNGLOE,54.946,-8.369,Greatest Daily Fall,21.9
2001,DUNGLOE,54.946,-8.369,Number of Rain Days,267
2001,DUNGLOE,54.946,-8.369,Number of Wet Days,192
2001,DUNGLOE,54.946,-8.369,Precipitation Amount,1019.1
2001,DUNMANWAY (Demesne),51.728,-9.105,Greatest Daily Fall,47
2001,DUNMANWAY (Demesne),51.728,-9.105,Number of Rain Days,206
2001,DUNMANWAY (Demesne),51.728,-9.105,Number of Wet Days,162
2001,DUNMANWAY (Demesne),51.728,-9.105,Precipitation Amount,1482
2001,DUNSHAUGHLIN (Lagore),53.522,-6.511,Greatest Daily Fall,24
2001,DUNSHAUGHLIN (Lagore),53.522,-6.511,Number of Rain Days,196
2001,DUNSHAUGHLIN (Lagore),53.522,-6.511,Number of Wet Days,125
2001,DUNSHAUGHLIN (Lagore),53.522,-6.511,Precipitation Amount,604.1
2001,EASKEY (Bunowna),54.287,-8.951,Greatest Daily Fall,22.4
2001,EASKEY (Bunowna),54.287,-8.951,Number of Rain Days,250
2001,EASKEY (Bunowna),54.287,-8.951,Number of Wet Days,182
2001,EASKEY (Bunowna),54.287,-8.951,Precipitation Amount,939.9
2001,EMYVALE,54.341,-6.96,Greatest Daily Fall,20.7
2001,EMYVALE,54.341,-6.96,Number of Rain Days,226
2001,EMYVALE,54.341,-6.96,Number of Wet Days,162
2001,EMYVALE,54.341,-6.96,Precipitation Amount,812.9
2001,ENNISCORTHY (Brownswood),52.463,-6.561,Precipitation Amount,762.2
2001,ENNISTYMON (Deerpark),52.94,-9.287,Greatest Daily Fall,25.7
2001,ENNISTYMON (Deerpark),52.94,-9.287,Number of Rain Days,133
2001,ENNISTYMON (Deerpark),52.94,-9.287,Number of Wet Days,108
2001,ESKERAGH,54.111,-9.467,Greatest Daily Fall,32.9
2001,ESKERAGH,54.111,-9.467,Number of Rain Days,255
2001,ESKERAGH,54.111,-9.467,Number of Wet Days,199
2001,ESKERAGH,54.111,-9.467,Precipitation Amount,1230.8
2001,FALCARRAGH (Lough Altan),55.081,-8.1,Precipitation Amount,258
2001,FENOR (Islandtarsney),52.154,-7.21,Greatest Daily Fall,43
2001,FENOR (Islandtarsney),52.154,-7.21,Number of Rain Days,144
2001,FENOR (Islandtarsney),52.154,-7.21,Number of Wet Days,118
2001,FENOR (Islandtarsney),52.154,-7.21,Precipitation Amount,923.5
2001,FERNS III,52.633,-6.55,Greatest Daily Fall,29.7
2001,FERNS III,52.633,-6.55,Number of Rain Days,194
2001,FERNS III,52.633,-6.55,Number of Wet Days,127
2001,FERNS III,52.633,-6.55,Precipitation Amount,864.2
2001,FETHARD (Parsonshill),52.514,-7.649,Greatest Daily Fall,39.7
2001,FETHARD (Parsonshill),52.514,-7.649,Number of Rain Days,211
2001,FETHARD (Parsonshill),52.514,-7.649,Number of Wet Days,134
2001,FETHARD (Parsonshill),52.514,-7.649,Precipitation Amount,810.3
2001,FETHARD (Parsonshill),52.514,-7.649,Maximum Temperature,13.226
2001,FETHARD (Parsonshill),52.514,-7.649,Minimum Temperature,5.377
2001,FINTOWN (Kingarrow),54.896,-8.057,Greatest Daily Fall,36.3
2001,FINTOWN (Kingarrow),54.896,-8.057,Number of Rain Days,255
2001,FINTOWN (Kingarrow),54.896,-8.057,Number of Wet Days,222
2001,FINTOWN (Kingarrow),54.896,-8.057,Precipitation Amount,1641.5
2001,FOTA ISLAND (Golf Club),51.898,-8.297,Greatest Daily Fall,49.6
2001,FOTA ISLAND (Golf Club),51.898,-8.297,Number of Rain Days,179
2001,FOTA ISLAND (Golf Club),51.898,-8.297,Number of Wet Days,134
2001,FOTA ISLAND (Golf Club),51.898,-8.297,Precipitation Amount,903.1
2001,FOULKESMILL (Longraigue),52.311,-6.766,Greatest Daily Fall,51.9
2001,FOULKESMILL (Longraigue),52.311,-6.766,Number of Rain Days,180
2001,FOULKESMILL (Longraigue),52.311,-6.766,Number of Wet Days,135
2001,FOULKESMILL (Longraigue),52.311,-6.766,Precipitation Amount,873.1
2001,FREEMOUNT PUMPING STATION,52.274,-8.889,Greatest Daily Fall,25.6
2001,FREEMOUNT PUMPING STATION,52.274,-8.889,Number of Rain Days,218
2001,FREEMOUNT PUMPING STATION,52.274,-8.889,Number of Wet Days,164
2001,FREEMOUNT PUMPING STATION,52.274,-8.889,Precipitation Amount,992.4
2001,FRENCHPARK CALLOW,53.908,-8.462,Greatest Daily Fall,30.8
2001,FRENCHPARK CALLOW,53.908,-8.462,Number of Rain Days,243
2001,FRENCHPARK CALLOW,53.908,-8.462,Number of Wet Days,216
2001,FRENCHPARK CALLOW,53.908,-8.462,Precipitation Amount,1149.3
2001,GALTEE MOUNTAINS SKEHEENARINKY,52.327,-8.166,Greatest Daily Fall,48.2
2001,GALTEE MOUNTAINS SKEHEENARINKY,52.327,-8.166,Number of Rain Days,203
2001,GALTEE MOUNTAINS SKEHEENARINKY,52.327,-8.166,Number of Wet Days,181
2001,GALTEE MOUNTAINS SKEHEENARINKY,52.327,-8.166,Precipitation Amount,1196.2
2001,GALWAY,53.28,-9.02,Mean Temperature,88.196
2001,GLEN IMAAL (For.Stn.),52.996,-6.543,Greatest Daily Fall,47.5
2001,GLEN IMAAL (For.Stn.),52.996,-6.543,Number of Rain Days,243
2001,GLEN IMAAL (For.Stn.),52.996,-6.543,Number of Wet Days,173
2001,GLEN IMAAL (For.Stn.),52.996,-6.543,Precipitation Amount,1136
2001,GLENAMADDY (Gortnagier),53.598,-8.563,Greatest Daily Fall,23
2001,GLENAMADDY (Gortnagier),53.598,-8.563,Number of Rain Days,228
2001,GLENAMADDY (Gortnagier),53.598,-8.563,Number of Wet Days,159
2001,GLENAMADDY (Gortnagier),53.598,-8.563,Precipitation Amount,803
2001,GLENASMOLE (Supt's Lodge),53.239,-6.364,Greatest Daily Fall,38.3
2001,GLENASMOLE (Supt's Lodge),53.239,-6.364,Number of Rain Days,208
2001,GLENASMOLE (Supt's Lodge),53.239,-6.364,Number of Wet Days,149
2001,GLENASMOLE (Supt's Lodge),53.239,-6.364,Precipitation Amount,869.4
2001,GLENBRIDE LODGE,53.078,-6.451,Precipitation Amount,1281.1
2001,GLENCAIRN (Tourtane House),52.123,-7.952,Greatest Daily Fall,40.9
2001,GLENCAIRN (Tourtane House),52.123,-7.952,Number of Rain Days,110
2001,GLENCAIRN (Tourtane House),52.123,-7.952,Number of Wet Days,85
2001,GLENCAIRN (Tourtane House),52.123,-7.952,Precipitation Amount,625.4
2001,GLENCAR (Dreenagh),52.003,-9.907,Greatest Daily Fall,50.1
2001,GLENCAR (Dreenagh),52.003,-9.907,Number of Rain Days,249
2001,GLENCAR (Dreenagh),52.003,-9.907,Number of Wet Days,187
2001,GLENCAR (Dreenagh),52.003,-9.907,Precipitation Amount,1702.6
2001,GLENGARRIFF (ILNACULLIN),51.735,-9.546111111111111,Mean Temperature,120.418
2001,GLENGARRIFF (Ilnacullin),51.736,-9.545,Greatest Daily Fall,38.1
2001,GLENGARRIFF (Ilnacullin),51.736,-9.545,Number of Rain Days,214
2001,GLENGARRIFF (Ilnacullin),51.736,-9.545,Number of Wet Days,165
2001,GLENGARRIFF (Ilnacullin),51.736,-9.545,Precipitation Amount,1491.1
2001,GLENGARRIFF (Ilnacullin),51.736,-9.545,Maximum Temperature,16.021
2001,GLENGARRIFF (Ilnacullin),51.736,-9.545,Minimum Temperature,7.233
2001,GLENMACNASS,53.06,-6.333,Greatest Daily Fall,51.8
2001,GLENMACNASS,53.06,-6.333,Number of Rain Days,165
2001,GLENMACNASS,53.06,-6.333,Number of Wet Days,156
2001,GLENMACNASS,53.06,-6.333,Precipitation Amount,1434.2
2001,GLENTIES HATCHERY,54.791,-8.288,Greatest Daily Fall,23.9
2001,GLENTIES HATCHERY,54.791,-8.288,Number of Rain Days,258
2001,GLENTIES HATCHERY,54.791,-8.288,Number of Wet Days,206
2001,GLENTIES HATCHERY,54.791,-8.288,Precipitation Amount,1304.9
2001,GLENTIES HATCHERY,54.791,-8.288,Maximum Temperature,12.982
2001,GLENTIES HATCHERY,54.791,-8.288,Minimum Temperature,5.978
2001,GLENTIES HATCHERY,54.79,-8.286111111111111,Mean Temperature,94.318
2001,GLENVICKEE (Caragh River Area),51.974,-9.829,Greatest Daily Fall,90.5
2001,GLENVICKEE (Caragh River Area),51.974,-9.829,Number of Rain Days,183
2001,GLENVICKEE (Caragh River Area),51.974,-9.829,Number of Wet Days,170
2001,GLENVICKEE (Caragh River Area),51.974,-9.829,Precipitation Amount,1544.1
2001,GOLEEN,51.506,-9.703,Greatest Daily Fall,35
2001,GOLEEN,51.506,-9.703,Number of Rain Days,198
2001,GOLEEN,51.506,-9.703,Number of Wet Days,171
2001,GOLEEN,51.506,-9.703,Precipitation Amount,1044.8
2001,GORT (Derrybrien) II,53.067,-8.601,Greatest Daily Fall,25.8
2001,GORT (Derrybrien) II,53.067,-8.601,Number of Rain Days,242
2001,GORT (Derrybrien) II,53.067,-8.601,Number of Wet Days,195
2001,GORT (Derrybrien) II,53.067,-8.601,Precipitation Amount,1078.9
2001,GOWRAN,52.628,-7.07,Greatest Daily Fall,32.5
2001,GOWRAN,52.628,-7.07,Number of Rain Days,141
2001,GOWRAN,52.628,-7.07,Number of Wet Days,119
2001,GOWRAN,52.628,-7.07,Precipitation Amount,825.1
2001,GRAIGUENAMANAGH Ballyogan House,52.509,-6.94,Greatest Daily Fall,38.8
2001,GRAIGUENAMANAGH Ballyogan House,52.509,-6.94,Number of Rain Days,93
2001,GRAIGUENAMANAGH Ballyogan House,52.509,-6.94,Number of Wet Days,68
2001,GRAIGUENAMANAGH Ballyogan House,52.509,-6.94,Precipitation Amount,483.9
2001,GRANGE (Mountemple),54.418,-8.485,Greatest Daily Fall,17.8
2001,GRANGE (Mountemple),54.418,-8.485,Number of Rain Days,127
2001,GRANGE (Mountemple),54.418,-8.485,Number of Wet Days,93
2001,GRANGE (Mountemple),54.418,-8.485,Precipitation Amount,703.8
